system:index,B11,B12,B2,B3,B4,B8,DEM,LandCover,NDVI,NDVI_StdDev,SOC,VH,VH_ent,VV,VV_contrast,VV_ent,latitude,longitude,.geo
96,0.3084,0.2355,0.0546,0.0992,0.1272,0.2951,85,40,0.39239892,0.12803307633224562,34.6,-17.350577271428588,3.96552456869326,-10.527859352674731,13450.745238095238,3.96552456869326,10.70230371617895,79.07757156693633,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,0.2347,0.1581,0.0432,0.0748,0.0708,0.3613,84,40,0.61827,0.21050303679700225,34.0,-16.010295912086548,3.96552456869326,-9.223071301529462,17102.403273809523,3.96552456869326,10.70230371617895,79.07981735514663,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,0.3187,0.2182,0.0681,0.109,0.1311,0.3087,81,20,0.37272727,0.11011000099090909,33.3,-16.924570290466576,3.96552456869326,-10.690058043783813,22153.63244047619,3.96552456869326,10.70230371617895,79.08430893156722,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,0.2835,0.2018,0.0636,0.1083,0.1115,0.3092,78,40,0.40319085,0.15404177423260848,33.2,-16.21014683205568,3.9597483421885933,-10.080749822385389,22027.534523809525,3.96552456869326,10.70230371617895,79.08880050798783,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,0.3221,0.2208,0.0709,0.1181,0.1348,0.3513,77,60,0.3891325,0.14790027956964835,32.0,-17.763145456932758,3.9597483421885933,-11.52014329912732,18396.858928571422,3.96552456869326,10.70230371617895,79.09104629619813,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,0.2567,0.1722,0.052,0.0904,0.0875,0.3527,77,40,0.59424025,0.208163508207363,34.1,-16.0032214217983,3.9597483421885933,-8.966514809999971,13931.935714285715,3.96552456869326,10.70230371617895,79.09329208440842,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,0.296,0.2174,0.083,0.1105,0.1148,0.3482,74,40,0.5063575,0.17712334319519993,33.4,-16.004504219889757,3.9597483421885933,-9.51793192324781,16948.727976190472,3.96552456869326,10.70230371617895,79.09553787261872,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,0.2967,0.2422,0.0889,0.1207,0.1419,0.2665,72,40,0.28721434,0.1574236460102083,33.6,-17.93392524581825,3.9597483421885933,-10.743617319872213,14730.227976190474,3.9539721156839276,10.70230371617895,79.09778366082902,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,0.2404,0.1748,0.0741,0.1118,0.1261,0.295,70,40,0.38674352,0.1676596667981603,33.7,-17.468698780576766,3.9597483421885933,-10.650689347474241,13708.276488095236,3.9539721156839276,10.70230371617895,79.10002944903933,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,0.2996,0.2338,0.089,0.1258,0.1373,0.285,70,40,0.32939363,0.11940710438796759,31.8,-18.360570313993737,3.96552456869326,-10.492665589180925,14167.299702380951,3.953972115683927,10.70230371617895,79.10227523724961,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,0.2882,0.2204,0.0761,0.111,0.1202,0.3216,71,40,0.4002522,0.17392114850685547,32.2,-17.548979234277756,3.96552456869326,-10.555265732017556,12830.475000000002,3.9477833015717847,10.70230371617895,79.10452102545992,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,0.307,0.207,0.0646,0.1096,0.1107,0.3495,70,20,0.4859531,0.17427825415196183,32.2,-15.194384449210286,3.9597483421885933,-9.178242192728609,12228.966369047619,3.9477833015717847,10.70230371617895,79.10676681367022,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,0.2579,0.1503,0.0399,0.0793,0.0722,0.2949,68,20,0.6206544,0.17656281725749645,32.7,-14.389822003332595,3.9453077759269277,-8.097521262259672,8866.753571428573,3.9477833015717847,10.70230371617895,79.10901260188051,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,0.2606,0.1451,0.0374,0.0734,0.0675,0.3335,67,10,0.66085654,0.19012558639897614,31.9,-14.017113080875633,3.9453077759269277,-8.653624535988612,6519.094047619048,3.959335754581117,10.70230371617895,79.11125839009081,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,0.2706,0.1581,0.0412,0.076,0.0704,0.3285,65,20,0.638832,0.18641416579782735,32.2,-14.400766995303186,3.930867209665262,-8.784492611809414,5005.445238095235,3.959335754581117,10.70230371617895,79.11350417830111,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,0.2688,0.1567,0.0481,0.0801,0.0702,0.3394,64,20,0.652217,0.21339051630879594,34.0,-14.44714996612256,3.930867209665262,-9.087544905369931,7912.637797619047,3.959335754581117,10.70230371617895,79.11574996651142,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,0.2961,0.1845,0.0517,0.0895,0.0915,0.3377,64,20,0.52935606,0.18977895044214738,31.8,-14.925790659523823,3.930867209665262,-9.638947388651566,8514.922023809524,3.959335754581117,10.70230371617895,79.1179957547217,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,0.2434,0.1444,0.049,0.0826,0.0767,0.2893,63,20,0.5784364,0.17953296966968538,33.2,-13.858994971902012,3.9510840024315943,-8.238168607520315,9557.597321428571,3.96552456869326,10.70230371617895,79.120241542932,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,0.1902,0.1085,0.0512,0.088,0.0981,0.2639,62,40,0.4504383,0.1790942554791151,34.8,-16.96463525026178,3.9510840024315943,-10.169215122717556,9556.74613095238,3.96552456869326,10.70230371617895,79.12248733114231,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,0.2165,0.1379,0.0654,0.1131,0.1202,0.296,63,40,0.36752138,0.2112611972473789,35.3,-16.34887972420473,3.96552456869326,-10.101224954250362,9909.75595238095,3.96552456869326,10.70230371617895,79.12473311935261,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,0.2848,0.1785,0.0561,0.0991,0.0972,0.3655,65,10,0.57751507,0.1958243139836719,35.3,-15.18475572296684,3.96552456869326,-8.390980891382316,9804.14523809524,3.96552456869326,10.70230371617895,79.1269789075629,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,0.2462,0.1456,0.0396,0.0788,0.0691,0.3698,69,10,0.67584884,0.21373351912429361,32.7,-14.890888509506027,3.953972115683927,-8.353112644315345,9998.235714285716,3.96552456869326,10.70230371617895,79.1314704839835,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,0.2532,0.1687,0.0486,0.0817,0.0987,0.3289,68,10,0.5328467,0.15131071732730517,35.0,-15.02088371367887,3.953972115683927,-8.259139169594244,10255.04642857143,3.96552456869326,10.70230371617895,79.13371627219381,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,0.2996,0.2061,0.0496,0.0878,0.1054,0.3337,67,10,0.51428574,0.11522514534073662,34.6,-15.52303382980378,3.953972115683927,-9.459713706443843,26150.620238095235,3.96552456869326,10.70230371617895,79.1359620604041,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,0.2484,0.1435,0.0394,0.0739,0.0679,0.3301,67,10,0.64958346,0.17381751417891134,34.8,-15.440904388529555,3.953972115683927,-8.712171128064414,36126.93958333334,3.96552456869326,10.70230371617895,79.1382078486144,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,0.3059,0.2331,0.0547,0.0915,0.1256,0.2947,65,10,0.38094077,0.10201787919329697,34.4,-15.89715622990673,3.953972115683927,-9.998108990789,37605.374702380956,3.96552456869326,10.70230371617895,79.1404536368247,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,0.2602,0.187,0.046,0.0871,0.1039,0.3233,66,40,0.47769785,0.18580031069102604,34.6,-16.209095139602947,3.953972115683927,-9.792339397543158,33828.60952380953,3.96552456869326,10.70230371617895,79.1449452132453,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,0.2155,0.1484,0.0507,0.0827,0.0824,0.3146,65,10,0.4775075,0.22485126891486704,34.6,-16.126551992007364,3.953972115683927,-9.980244119396403,32715.04404761905,3.96552456869326,10.70230371617895,79.1471910014556,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,0.2898,0.2071,0.0472,0.0833,0.105,0.3531,62,40,0.5293779,0.13499290298288205,35.8,-15.655041652186489,3.953972115683927,-9.464403404007376,22839.213690476186,3.953972115683927,10.70230371617895,79.1494367896659,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,0.3177,0.2256,0.0508,0.0912,0.1218,0.3354,62,20,0.4671916,0.09709227870352513,34.3,-16.12052381505275,3.953972115683927,-9.977718201671841,7858.0553571428545,3.953972115683927,10.70230371617895,79.15168257787619,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,0.3503,0.2617,0.0657,0.1087,0.1472,0.3375,60,20,0.35779092,0.11329380444377705,35.0,-16.14856302106653,3.953972115683927,-10.132400977104536,5555.330654761903,3.953972115683927,10.70230371617895,79.15392836608649,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,0.3141,0.2191,0.0577,0.0966,0.1105,0.3383,59,20,0.5019472,0.13647795871802237,33.6,-15.470804217653924,3.96552456869326,-9.821426302580972,6790.674404761903,3.953972115683927,10.70230371617895,79.15617415429679,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,0.2935,0.2071,0.0563,0.0989,0.1132,0.3286,57,20,0.4824784,0.1215781141248351,33.3,-16.259851599063463,3.96552456869326,-10.586362551149263,61292.97083333337,3.96552456869326,10.70230371617895,79.16291151892769,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,0.3034,0.2188,0.0547,0.0995,0.1215,0.3374,57,20,0.46760777,0.12352039910158545,31.8,-16.12264501283301,3.96552456869326,-9.968970794682265,82880.50625000002,3.96552456869326,10.70230371617895,79.16740309534828,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,0.2615,0.17735,0.0553,0.09235,0.10495,0.3176,53,40,0.48163727,0.14809906657883581,32.8,-14.994378967509716,3.96552456869326,-8.852121925332938,82233.59851190477,3.96552456869326,10.70230371617895,79.17414045997918,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,0.3702,0.3029,0.0813,0.12945,0.1871,0.32815,53,20,0.2523048,0.059340003976109876,31.3,-16.66603003910948,3.96552456869326,-9.418755450390673,49316.77321428574,3.9597483421885933,10.70230371617895,79.17638624818947,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,0.23665,0.15735,0.0532,0.09455,0.09145,0.2797,52,10,0.45692348,0.16484059287582792,29.2,-16.20680306997268,3.96552456869326,-8.820819237459649,14602.529464285713,3.9597483421885933,10.70230371617895,79.17863203639978,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,0.2445,0.1634,0.0708,0.10665,0.1041,0.3129,49,40,0.4816022,0.15378812042112444,29.3,-16.95377327176984,3.959335754581117,-10.075381886329684,15537.792261904764,3.9597483421885933,10.70230371617895,79.18087782461008,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,0.20125,0.11555,0.06365,0.106,0.08705,0.3173,48,40,0.5209641,0.19908024870272328,29.7,-16.911378335451573,3.959335754581117,-10.057417287781517,18109.722916666666,3.9597483421885933,10.70230371617895,79.18312361282038,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,0.2943,0.2122,0.07195,0.0997,0.10925,0.32505,52,10,0.49964827,0.10220658095391805,38.2,-14.950210401359435,3.959335754581117,-7.869599651839602,13499.289583333331,3.9597483421885933,10.70230371617895,79.18761518924097,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,0.2442,0.1585,0.06235,0.09835,0.0963,0.3193,46,40,0.51787156,0.1435097723847713,38.2,-16.187978004821947,3.959335754581117,-9.139219529638787,13147.258333333333,3.9597483421885933,10.70230371617895,79.18986097745127,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,0.1808,0.1083,0.0601,0.09705,0.09105,0.2992,43,40,0.53885466,0.20895558376315007,34.7,-17.09529871146293,3.79024573114098,-10.230283028093897,3707.0304166666674,3.7833142593353806,10.70230371617895,79.19659834208217,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,0.3235,0.2291,0.07,0.11395,0.1334,0.30285,79,40,0.32699382,0.13986295404116997,32.6,-16.325009412960203,3.79024573114098,-10.739846494958513,23918.887916666667,3.79024573114098,10.704549504389249,79.00121476778617,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,0.3409,0.262,0.0716,0.1117,0.15045,0.26605,75,20,0.29173446,0.12230340982543834,32.2,-15.673855828607397,4.178462621377404,-10.271513700950347,19387.657142857148,4.178462621377404,10.704549504389249,79.00570634420677,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,0.3347,0.26405,0.066,0.11175,0.14595,0.26445,74,20,0.29389238,0.07282715863963958,33.5,-18.16176217205531,4.178462621377404,-12.111175188046868,12479.068452380954,4.178462621377404,10.704549504389249,79.00795213241707,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,0.3519,0.27585,0.0723,0.12125,0.161,0.2555,74,20,0.22507621,0.058216500793351715,33.5,-18.67431989620441,4.178462621377404,-12.743829575078426,11020.296428571428,4.178462621377404,10.704549504389249,79.01019792062736,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,0.3553,0.27635,0.0637,0.1105,0.16215,0.26815,75,20,0.23512146,0.06428649372342207,33.3,-18.11181394489023,4.178462621377404,-11.697522001946304,11443.705555555554,4.178462621377404,10.704549504389249,79.01244370883767,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,0.33115,0.24085,0.067,0.11075,0.14675,0.258,74,20,0.27263165,0.05567788357460872,33.9,-18.821311737034147,4.178462621377404,-12.409435028815636,10712.604166666668,4.178462621377404,10.704549504389249,79.01468949704797,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,0.3554,0.2529,0.0892,0.1368,0.17445,0.2853,72,20,0.22912169,0.05402523243683894,32.3,-18.250266478853355,4.166910168368072,-12.062474458668145,9692.286507936507,4.178462621377404,10.704549504389249,79.01693528525827,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,0.2732,0.1847,0.0567,0.0909,0.1107,0.2715,74,40,0.38665283,0.13474075405529126,32.6,-18.13061579552338,4.166910168368072,-10.542520839957117,9580.52341269841,4.178462621377404,10.704549504389249,79.01918107346856,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,0.2627,0.18195,0.03945,0.0699,0.0911,0.28865,73,40,0.48006222,0.17792238479777764,32.6,-16.090251450758696,4.166910168368072,-9.93381423976592,12462.86706349206,4.178462621377404,10.704549504389249,79.02142686167886,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,0.2685,0.1887,0.0391,0.0759,0.0888,0.3032,72,40,0.49934947,0.1903914179798116,32.7,-16.007203242706154,4.166910168368072,-9.517020851803753,16045.113690476188,4.178462621377404,10.704549504389249,79.02367264988916,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,0.3775,0.2865,0.0785,0.1329,0.1763,0.3208,68,20,0.26568663,0.07802311218730988,31.1,-16.579523117974645,4.178462621377404,-10.269598454731963,21553.93373015873,4.178462621377404,10.704549504389249,79.02816422630976,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,0.3401,0.2444,0.0789,0.1161,0.1402,0.332,68,20,0.37052414,0.14993062270319432,31.2,-20.864143312335838,4.168560518797976,-13.659541918452168,20784.785714285706,4.178462621377404,10.704549504389249,79.03041001452006,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,0.26535,0.16585,0.05085,0.0843,0.085,0.29625,69,20,0.52838475,0.13549006998363056,34.4,-14.641814593833306,4.168560518797976,-9.367421298777685,18197.122420634914,4.178462621377404,10.704549504389249,79.03490159094065,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,0.2653,0.1618,0.0444,0.0739,0.08,0.2858,69,10,0.54079384,0.1285115339276554,33.6,-15.843696827151478,4.168560518797976,-10.441072564936192,17420.38134920635,4.178462621377404,10.704549504389249,79.03714737915095,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,0.2962,0.1819,0.0477,0.0742,0.0853,0.2761,68,20,0.5060799,0.16803967881167609,34.3,-14.948472402845468,4.168560518797976,-10.039378485044981,14834.096428571433,4.178462621377404,10.704549504389249,79.03939316736125,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,0.3425,0.2452,0.0631,0.112,0.1349,0.3327,69,10,0.39594683,0.14549383107105,34.3,-16.137104878826854,4.168560518797976,-10.284282602619307,9599.018452380951,4.178462621377404,10.704549504389249,79.04163895557156,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,0.299,0.2004,0.0522,0.0855,0.1029,0.2889,72,10,0.44064388,0.15809726814225836,32.5,-15.675661730872426,4.168560518797976,-10.20164849927053,11243.326587301586,4.178462621377404,10.704549504389249,79.04388474378185,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,0.2896,0.1799,0.0498,0.0768,0.085,0.2609,75,20,0.490713,0.14995160559646695,33.3,-16.47038670125522,4.178462621377404,-11.013874314284742,13411.78968253968,4.178462621377404,10.704549504389249,79.04613053199215,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,0.2994,0.1993,0.0626,0.0925,0.101,0.2961,82,20,0.48644108,0.19019653267523517,31.3,-15.837334113787717,4.178462621377404,-9.484749212506193,12297.597817460315,4.135828568604868,10.704549504389249,79.05286789662304,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,0.2804,0.1842,0.0578,0.0896,0.0969,0.2835,84,20,0.47537473,0.17915554034907705,31.7,-15.898945456661137,4.178462621377404,-10.184500111949255,13325.61091269841,4.135828568604868,10.704549504389249,79.05511368483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,0.3281,0.2122,0.0617,0.0932,0.1375,0.2186,89,20,0.22206506,0.06468583025363911,31.8,-17.172523416503452,4.178462621377404,-11.172343771802218,15650.320238095235,4.135828568604868,10.704549504389249,79.05735947304365,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,0.3279,0.2228,0.0685,0.1008,0.1489,0.233,93,40,0.20995726,0.03997231230636759,35.2,-17.31717755180469,4.178462621377404,-10.496164952349393,13186.984325396825,4.1736490992901825,10.704549504389249,79.06634262588484,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,0.234,0.1554,0.0578,0.0806,0.087,0.3212,89,40,0.49840087,0.19068076198295308,32.0,-16.17559523079072,4.178462621377404,-9.268285898192804,9650.520833333332,4.1736490992901825,10.704549504389249,79.07083420230543,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,0.2804,0.2126,0.0532,0.0904,0.1098,0.2805,86,40,0.43706742,0.15034916168182463,35.1,-16.146125121833762,4.178462621377404,-9.810662772651401,12869.242658730154,4.166910168368072,10.704549504389249,79.07757156693633,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,0.2607,0.1978,0.0504,0.0856,0.0963,0.2821,85,40,0.46187603,0.15782369738661803,35.3,-16.86535681959778,4.178462621377404,-10.090948433807565,16878.45218253968,4.166910168368072,10.704549504389249,79.07981735514663,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,0.2918,0.2039,0.068,0.1088,0.1225,0.2951,82,50,0.39655173,0.11967686673534536,33.5,-16.082776726486756,4.178462621377404,-8.652400373870993,21944.181547619046,4.166910168368072,10.704549504389249,79.08430893156722,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,0.2987,0.2124,0.07,0.1095,0.1302,0.3042,80,60,0.36069113,0.13447788393327162,32.9,-17.559166542642497,4.178462621377404,-11.081231506616454,23389.050793650793,4.166910168368072,10.704549504389249,79.08655471977752,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,0.3494,0.2644,0.0802,0.1241,0.1654,0.288,80,20,0.25462863,0.0768906431685524,32.3,-19.910583524906365,4.1736490992901825,-12.07005985138316,21501.811904761907,4.178462621377404,10.704549504389249,79.08880050798783,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,0.2457,0.1642,0.0511,0.0847,0.0873,0.3516,75,40,0.596,0.22545166748075446,33.4,-15.996308364131812,4.1736490992901825,-9.139177920083931,13647.10615079365,4.178462621377404,10.704549504389249,79.09329208440842,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,0.3163,0.2309,0.0748,0.1062,0.1162,0.312,74,40,0.46098635,0.17755212581575675,33.7,-15.956182689710921,4.1736490992901825,-8.709400235768012,15495.479563492061,4.178462621377404,10.704549504389249,79.09553787261872,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,0.2847,0.2255,0.0705,0.1002,0.1093,0.2893,74,40,0.44528303,0.12698043933191597,34.0,-16.303930869097893,4.1736490992901825,-9.104982669710814,13654.993055555558,4.168835577202961,10.704549504389249,79.09778366082902,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,0.3009,0.2228,0.0746,0.1161,0.1364,0.3172,72,40,0.38746908,0.1159925822078882,33.1,-16.233235070856956,4.1736490992901825,-9.836529854626235,13299.844444444445,4.168835577202961,10.704549504389249,79.10002944903933,"{""type"":""MultiPoint"",""coordinates"":[]}"
